crime_id,crime_month,crime_city,crime_type,severity_level,victim_count,current_status
65759,2021-09-01,Houston,Drug Violation,6,5,Investigating
39595,2019-04-01,Jacksonville,Fraud,3,2,Closed
36490,2021-06-01,San Diego,Vandalism,1,5,Investigating
45725,2020-12-01,San Antonio,Cybercrime,5,3,Investigating
87252,2020-10-01,Boston,Shoplifting,4,4,Pending
16828,2021-08-01,Phoenix,Drug Violation,3,1,Investigating
51439,2022-06-01,Seattle,Assault,6,2,Pending
70756,2021-05-01,San Antonio,Vehicle Theft,1,5,Pending
20544,2019-01-01,Austin,Drug Violation,6,3,Investigating
46407,2022-11-01,Columbus,Vandalism,8,1,Closed
1461,2022-10-01,Boston,Kidnapping,8,4,Pending
50409,2019-02-01,Chicago,Sexual Assault,9,3,Pending
54428,2020-03-01,San Francisco,Homicide,9,5,Closed
49369,2022-09-01,Jacksonville,Burglary,4,1,Pending
5965,2021-08-01,Columbus,Homicide,5,4,Investigating
67683,2021-12-01,Houston,Sexual Assault,1,3,Investigating
36610,2023-06-01,San Antonio,Kidnapping,3,4,Pending
43103,2023-10-01,Phoenix,Burglary,6,2,Closed
76624,2018-08-01,San Antonio,Drug Violation,6,4,Pending
73651,2023-03-01,Los Angeles,Burglary,5,1,Closed
26536,2021-12-01,San Francisco,Vehicle Theft,9,4,Pending
84735,2022-04-01,San Antonio,Homicide,6,1,Closed
33149,2020-10-01,Dallas,Vehicle Theft,10,4,Investigating
8129,2019-11-01,Dallas,Kidnapping,4,1,Investigating
71808,2022-06-01,Boston,Cybercrime,4,2,Investigating
63688,2021-07-01,San Francisco,Vehicle Theft,3,1,Pending
94048,2019-04-01,Los Angeles,Arson,8,4,Pending
38111,2022-12-01,Houston,Homicide,9,4,Investigating
65027,2021-05-01,San Diego,Cybercrime,2,5,Investigating
92864,2020-04-01,Indianapolis,Drug Violation,5,4,Pending
18849,2021-02-01,San Antonio,Vandalism,4,4,Closed
6558,2018-10-01,Dallas,Kidnapping,4,5,Investigating
84636,2022-08-01,San Jose,Cybercrime,9,5,Closed
94340,2018-01-01,Dallas,Burglary,5,3,Pending
55106,2022-06-01,Los Angeles,Arson,3,5,Pending
28935,2018-02-01,Chicago,Arson,7,4,Pending
72042,2023-09-01,El Paso,Cybercrime,2,5,Investigating
92728,2022-05-01,Chicago,Robbery,1,2,Closed
69140,2021-04-01,Houston,Kidnapping,2,4,Investigating
91142,2018-03-01,San Jose,Drug Violation,5,3,Investigating
35943,2020-01-01,Jacksonville,Fraud,3,3,Pending
98798,2022-12-01,San Diego,Homicide,10,3,Investigating
54028,2023-04-01,Columbus,Cybercrime,10,3,Pending
57706,2023-10-01,Chicago,Fraud,5,4,Pending
70637,2020-12-01,Dallas,Kidnapping,10,5,Pending
41753,2019-09-01,Denver,Arson,6,4,Pending
19281,2023-05-01,Boston,Arson,5,3,Investigating
68137,2020-04-01,El Paso,Shoplifting,10,5,Pending
91029,2018-11-01,Phoenix,Robbery,6,3,Investigating
21099,2023-11-01,Phoenix,Cybercrime,4,3,Investigating
88248,2023-12-01,Philadelphia,Homicide,3,4,Investigating
11661,2023-09-01,New York,Drug Violation,6,5,Pending
25444,2023-06-01,Dallas,Shoplifting,10,1,Closed
45258,2023-02-01,Washington,Fraud,3,3,Pending
85191,2023-05-01,San Jose,Assault,9,3,Pending
28237,2023-04-01,San Jose,Assault,10,4,Pending
25199,2019-04-01,Austin,Drug Violation,5,4,Closed
77516,2020-10-01,Philadelphia,Sexual Assault,5,4,Pending
68638,2019-09-01,Los Angeles,Assault,8,3,Closed
90412,2022-08-01,Washington,Drug Violation,8,5,Closed
51467,2018-07-01,Denver,Kidnapping,7,4,Investigating
94153,2019-06-01,Los Angeles,Vehicle Theft,8,5,Closed
79526,2020-11-01,Philadelphia,Assault,5,1,Investigating
18430,2020-10-01,San Jose,Burglary,8,3,Pending
70388,2020-06-01,New York,Assault,1,1,Closed
85937,2018-06-01,Los Angeles,Burglary,8,4,Closed
76673,2023-05-01,Denver,Homicide,7,1,Investigating
22882,2020-01-01,San Antonio,Homicide,6,5,Investigating
52088,2020-07-01,Philadelphia,Homicide,6,2,Investigating
74539,2021-07-01,Chicago,Kidnapping,9,5,Closed
24487,2022-01-01,Chicago,Arson,10,2,Closed
24155,2020-12-01,Boston,Assault,4,3,Closed
86450,2022-06-01,Indianapolis,Drug Violation,8,1,Investigating
17609,2019-06-01,Austin,Vehicle Theft,5,4,Pending
83142,2019-05-01,Washington,Kidnapping,2,1,Pending
17509,2022-04-01,San Antonio,Arson,5,5,Investigating
41414,2021-08-01,San Antonio,Cybercrime,3,4,Closed
56536,2023-03-01,San Jose,Vehicle Theft,4,1,Pending
444,2022-06-01,New York,Vandalism,9,3,Pending
35735,2019-04-01,Boston,Vandalism,3,3,Pending
91150,2022-06-01,Dallas,Arson,5,4,Pending
94248,2020-05-01,Columbus,Vandalism,4,4,Pending
65273,2021-06-01,Chicago,Kidnapping,3,1,Investigating
83890,2020-10-01,San Antonio,Vandalism,1,2,Pending
55989,2021-04-01,San Jose,Vandalism,2,2,Pending
29317,2022-10-01,Boston,Fraud,2,5,Pending
17298,2019-05-01,San Jose,Assault,10,2,Closed
3906,2021-06-01,Dallas,Kidnapping,10,2,Closed
94614,2022-11-01,San Antonio,Vandalism,4,2,Investigating
74528,2021-03-01,San Antonio,Robbery,3,5,Pending
31173,2022-08-01,San Jose,Cybercrime,7,4,Closed
3006,2022-12-01,Washington,Kidnapping,2,4,Pending
23083,2019-03-01,San Antonio,Kidnapping,9,3,Pending
75236,2018-10-01,Columbus,Robbery,6,3,Investigating
69733,2021-02-01,San Diego,Shoplifting,1,2,Investigating
27115,2022-08-01,San Jose,Drug Violation,2,4,Pending
37631,2021-01-01,San Jose,Homicide,1,4,Investigating
54968,2022-06-01,Dallas,Arson,4,3,Pending
39057,2020-06-01,Philadelphia,Vandalism,7,4,Pending
2542,2021-09-01,Philadelphia,Homicide,7,4,Investigating
15795,2022-04-01,Philadelphia,Cybercrime,6,2,Closed
59593,2021-05-01,Houston,Burglary,8,1,Investigating
84201,2023-09-01,Houston,Fraud,8,4,Closed
94199,2018-06-01,New York,Assault,7,2,Investigating
61709,2021-04-01,New York,Sexual Assault,4,4,Closed
12891,2020-07-01,San Diego,Vandalism,7,2,Pending
60439,2020-09-01,Columbus,Sexual Assault,4,1,Closed
13413,2023-08-01,New York,Burglary,1,3,Pending
32214,2021-11-01,New York,Kidnapping,5,4,Investigating
24471,2020-05-01,Denver,Burglary,1,3,Closed
74727,2020-07-01,Chicago,Vandalism,7,4,Pending
41803,2022-05-01,San Jose,Homicide,8,3,Investigating
72310,2018-06-01,Dallas,Robbery,6,3,Closed
41116,2021-04-01,El Paso,Sexual Assault,8,4,Closed
51492,2019-12-01,San Francisco,Vandalism,6,1,Closed
79777,2018-03-01,Phoenix,Cybercrime,2,5,Closed
39732,2023-02-01,San Jose,Kidnapping,9,4,Pending
48627,2018-06-01,Phoenix,Cybercrime,5,3,Investigating
63765,2018-01-01,San Diego,Assault,3,5,Investigating
9878,2023-12-01,Jacksonville,Assault,2,1,Investigating
53041,2019-02-01,Washington,Robbery,4,2,Closed
89542,2021-02-01,San Antonio,Robbery,5,1,Closed
95943,2020-06-01,Dallas,Homicide,7,5,Pending
93006,2021-07-01,Phoenix,Robbery,7,2,Investigating
15812,2020-05-01,Boston,Shoplifting,6,4,Closed
692,2022-09-01,New York,Vehicle Theft,9,2,Investigating
14648,2020-08-01,Phoenix,Kidnapping,5,2,Investigating
74681,2020-08-01,Phoenix,Burglary,9,2,Investigating
11747,2022-01-01,Phoenix,Arson,6,2,Pending
24637,2020-12-01,Indianapolis,Drug Violation,5,2,Investigating
60470,2021-10-01,Houston,Shoplifting,2,5,Closed
15110,2022-09-01,Austin,Cybercrime,10,1,Pending
14227,2018-07-01,El Paso,Robbery,4,4,Investigating
27049,2022-07-01,Los Angeles,Arson,6,3,Investigating
59626,2021-10-01,Houston,Vandalism,2,3,Investigating
45123,2022-10-01,Los Angeles,Robbery,9,2,Pending
78113,2023-09-01,Chicago,Robbery,5,5,Pending
83514,2023-03-01,San Francisco,Vandalism,10,4,Pending
25952,2018-09-01,Houston,Fraud,4,1,Investigating
20154,2020-12-01,Denver,Burglary,9,5,Pending
19956,2019-07-01,Houston,Burglary,9,4,Closed
27891,2018-12-01,Los Angeles,Kidnapping,3,5,Investigating
89057,2020-01-01,Dallas,Arson,1,3,Closed
65958,2023-03-01,Indianapolis,Homicide,10,3,Pending
31124,2019-01-01,San Jose,Burglary,7,5,Investigating
48310,2021-04-01,San Antonio,Robbery,2,5,Pending
95398,2021-12-01,Indianapolis,Shoplifting,10,2,Pending
13577,2022-08-01,Houston,Homicide,10,2,Investigating
87279,2022-11-01,Indianapolis,Drug Violation,2,4,Pending
33356,2021-11-01,Jacksonville,Arson,8,5,Pending
44856,2022-07-01,Columbus,Cybercrime,10,2,Closed
72009,2020-09-01,Phoenix,Assault,5,1,Closed
45876,2023-08-01,Houston,Cybercrime,9,1,Investigating
78449,2020-01-01,Columbus,Robbery,4,3,Pending
55869,2023-10-01,Philadelphia,Shoplifting,3,1,Pending
12497,2022-06-01,Dallas,Cybercrime,5,2,Closed
81444,2020-10-01,Phoenix,Drug Violation,5,1,Pending
35060,2022-02-01,Jacksonville,Drug Violation,3,3,Investigating
83950,2020-07-01,Philadelphia,Vandalism,6,1,Investigating
66977,2021-08-01,Philadelphia,Drug Violation,3,1,Investigating
7136,2019-03-01,Dallas,Drug Violation,6,5,Investigating
19496,2022-02-01,Philadelphia,Vandalism,9,3,Closed
47017,2023-09-01,Denver,Fraud,8,3,Investigating
70307,2023-01-01,New York,Sexual Assault,5,3,Pending
49558,2020-12-01,San Antonio,Sexual Assault,3,1,Pending
94315,2018-06-01,San Antonio,Homicide,4,3,Investigating
14354,2019-11-01,San Francisco,Drug Violation,3,1,Investigating
77429,2020-01-01,Los Angeles,Burglary,8,2,Closed
32951,2020-07-01,San Diego,Sexual Assault,4,1,Closed
20569,2021-06-01,Houston,Drug Violation,8,4,Investigating
84273,2022-09-01,Seattle,Cybercrime,4,3,Pending
86244,2018-07-01,San Antonio,Burglary,7,3,Pending
34272,2019-02-01,Boston,Sexual Assault,4,1,Closed
81608,2018-05-01,Phoenix,Robbery,9,5,Closed
66035,2022-06-01,Chicago,Vandalism,9,1,Closed
30140,2018-08-01,Denver,Cybercrime,5,3,Closed
68737,2019-03-01,Chicago,Fraud,4,5,Investigating
14704,2023-03-01,Houston,Vandalism,8,5,Investigating
96161,2021-06-01,San Francisco,Vehicle Theft,3,4,Closed
59221,2023-03-01,San Jose,Burglary,6,2,Investigating
215,2022-10-01,New York,Fraud,7,2,Pending
85450,2019-08-01,Houston,Sexual Assault,8,5,Investigating
51027,2021-05-01,New York,Sexual Assault,5,3,Closed
65241,2019-02-01,San Diego,Kidnapping,8,1,Pending
83353,2022-06-01,Dallas,Homicide,10,3,Investigating
39260,2019-06-01,New York,Arson,2,3,Investigating
49040,2021-06-01,New York,Cybercrime,7,2,Closed
31281,2022-07-01,New York,Cybercrime,1,2,Investigating
79693,2023-11-01,Philadelphia,Vandalism,5,5,Pending
60842,2021-04-01,New York,Burglary,4,2,Investigating
9454,2020-10-01,San Francisco,Drug Violation,9,4,Pending
41264,2018-06-01,San Antonio,Kidnapping,6,3,Investigating
44723,2020-11-01,Los Angeles,Vandalism,9,5,Investigating
69314,2019-09-01,Chicago,Robbery,8,2,Closed
26392,2023-04-01,Seattle,Homicide,4,2,Closed
89619,2022-09-01,Austin,Vehicle Theft,1,4,Closed
72744,2019-03-01,New York,Arson,6,4,Closed
26987,2021-06-01,San Jose,Homicide,6,3,Pending
62332,2018-09-01,Seattle,Fraud,7,4,Pending
33032,2018-09-01,San Diego,Cybercrime,2,3,Pending
2915,2021-03-01,Dallas,Kidnapping,7,1,Pending
73962,2019-11-01,Houston,Arson,10,5,Closed
53980,2023-08-01,El Paso,Sexual Assault,2,5,Closed
30996,2020-02-01,Houston,Robbery,3,4,Closed
44111,2021-11-01,Washington,Homicide,8,3,Closed
54078,2018-11-01,Phoenix,Fraud,4,4,Pending
90531,2020-12-01,Jacksonville,Assault,1,5,Closed
7258,2019-02-01,San Antonio,Robbery,7,1,Pending
12688,2022-01-01,El Paso,Burglary,8,2,Pending
40107,2023-11-01,Phoenix,Homicide,8,1,Investigating
87605,2018-08-01,Austin,Vandalism,2,2,Closed
22204,2021-10-01,San Antonio,Robbery,3,5,Pending
60245,2023-12-01,New York,Assault,1,1,Investigating
37887,2018-05-01,San Jose,Homicide,9,3,Closed
22931,2023-03-01,El Paso,Assault,6,3,Pending
31650,2023-03-01,San Antonio,Burglary,5,1,Pending
39195,2023-03-01,Seattle,Robbery,5,1,Investigating
88623,2018-08-01,Seattle,Robbery,7,3,Closed
67831,2020-10-01,San Francisco,Sexual Assault,10,1,Pending
13179,2018-06-01,San Francisco,Vehicle Theft,6,2,Pending
76847,2018-04-01,Phoenix,Robbery,1,3,Closed
86956,2018-05-01,Washington,Arson,1,4,Investigating
96677,2019-07-01,Phoenix,Vandalism,1,5,Closed
98513,2022-04-01,San Diego,Shoplifting,10,3,Closed
64141,2019-06-01,San Antonio,Vehicle Theft,5,4,Investigating
26049,2019-05-01,Los Angeles,Cybercrime,5,5,Investigating
50000,2019-12-01,Boston,Vehicle Theft,7,5,Investigating
8092,2018-03-01,Philadelphia,Sexual Assault,4,4,Investigating
1334,2020-06-01,Chicago,Vandalism,4,1,Investigating
89167,2022-04-01,Columbus,Robbery,8,1,Investigating
88506,2023-12-01,Dallas,Sexual Assault,3,5,Pending
19113,2021-03-01,Columbus,Sexual Assault,6,5,Investigating
702,2021-03-01,Austin,Fraud,2,2,Investigating
37863,2018-08-01,Philadelphia,Burglary,6,4,Closed
27882,2023-11-01,Seattle,Sexual Assault,7,3,Investigating
81521,2021-10-01,Chicago,Homicide,5,1,Investigating
39719,2022-11-01,Chicago,Drug Violation,5,4,Pending
50265,2023-03-01,San Antonio,Kidnapping,9,2,Investigating
70806,2020-10-01,Dallas,Arson,1,5,Closed
60910,2020-02-01,Dallas,Fraud,3,4,Pending
84601,2023-01-01,Austin,Robbery,2,2,Closed
93030,2022-12-01,Washington,Assault,9,4,Pending
88940,2022-09-01,Denver,Assault,9,2,Pending
16015,2023-03-01,San Francisco,Drug Violation,1,4,Pending
91600,2022-07-01,Philadelphia,Burglary,3,3,Closed
83621,2019-06-01,San Diego,Vandalism,4,1,Pending
57400,2019-10-01,Los Angeles,Kidnapping,7,5,Pending
90172,2018-09-01,San Diego,Fraud,2,3,Pending
48901,2019-09-01,San Diego,Burglary,4,3,Closed
69095,2023-03-01,San Diego,Drug Violation,6,2,Investigating
70940,2022-10-01,Dallas,Vehicle Theft,1,1,Pending
55303,2022-10-01,Dallas,Vehicle Theft,2,1,Pending
58113,2022-05-01,San Diego,Kidnapping,6,2,Investigating
75375,2021-03-01,San Jose,Robbery,5,5,Closed
31423,2019-08-01,San Diego,Homicide,7,3,Closed
64478,2022-04-01,New York,Burglary,2,4,Pending
16457,2019-07-01,Phoenix,Shoplifting,5,5,Closed
7709,2020-02-01,Dallas,Vandalism,4,5,Pending
14970,2020-10-01,Houston,Assault,3,4,Pending
58327,2021-01-01,Austin,Robbery,4,5,Pending
14394,2021-05-01,Austin,Assault,9,3,Investigating
48543,2023-08-01,Philadelphia,Vehicle Theft,5,1,Investigating
83824,2021-07-01,Chicago,Cybercrime,10,4,Pending
42858,2021-07-01,Houston,Cybercrime,5,5,Investigating
17863,2023-08-01,Chicago,Shoplifting,8,3,Closed
45673,2020-06-01,Seattle,Arson,2,4,Investigating
85416,2023-08-01,Philadelphia,Homicide,9,1,Pending
65797,2021-05-01,Phoenix,Vehicle Theft,4,5,Closed
62642,2021-04-01,Dallas,Drug Violation,2,4,Closed
43434,2018-09-01,Los Angeles,Robbery,3,5,Investigating
96833,2021-08-01,Philadelphia,Cybercrime,9,5,Pending
34989,2019-08-01,Los Angeles,Kidnapping,6,2,Closed
38962,2022-12-01,Philadelphia,Shoplifting,8,4,Pending
72261,2020-12-01,Philadelphia,Sexual Assault,10,5,Pending
17313,2023-02-01,New York,Assault,4,2,Investigating
36245,2021-08-01,New York,Shoplifting,1,2,Investigating
3394,2019-10-01,Dallas,Vehicle Theft,3,1,Investigating
46819,2018-02-01,New York,Arson,5,2,Pending
94185,2018-12-01,Los Angeles,Homicide,1,2,Closed
52837,2022-05-01,Philadelphia,Cybercrime,2,3,Investigating
92176,2020-03-01,Chicago,Robbery,8,5,Closed
59175,2021-02-01,San Antonio,Vandalism,7,2,Investigating
62758,2019-07-01,San Diego,Assault,9,4,Closed
41392,2021-07-01,Boston,Kidnapping,2,3,Pending
99041,2018-08-01,Denver,Drug Violation,7,3,Investigating
41347,2020-09-01,Philadelphia,Vandalism,8,5,Investigating
47504,2022-09-01,Phoenix,Vandalism,8,3,Investigating
72460,2018-04-01,San Antonio,Kidnapping,3,2,Closed
1066,2021-05-01,San Jose,Sexual Assault,7,2,Pending
28250,2022-10-01,Columbus,Robbery,1,1,Pending
69800,2018-11-01,Denver,Vandalism,5,3,Pending
87961,2019-10-01,Philadelphia,Fraud,5,5,Closed
90910,2021-03-01,Chicago,Fraud,8,3,Investigating
4598,2023-09-01,Dallas,Vehicle Theft,2,5,Closed
468,2023-05-01,Austin,Shoplifting,5,5,Pending
50503,2023-07-01,Phoenix,Cybercrime,1,5,Closed
82117,2022-08-01,New York,Kidnapping,9,5,Investigating
79377,2020-09-01,Phoenix,Sexual Assault,4,2,Pending
72461,2022-03-01,Indianapolis,Robbery,5,5,Closed
34501,2020-01-01,San Jose,Vandalism,9,1,Pending
29376,2019-01-01,Houston,Cybercrime,2,4,Investigating
20862,2023-10-01,Chicago,Homicide,9,2,Pending
3902,2023-11-01,Chicago,Homicide,1,5,Pending
24104,2021-01-01,Philadelphia,Homicide,1,2,Closed
63467,2019-10-01,San Jose,Homicide,3,2,Closed
66184,2022-02-01,Phoenix,Assault,6,1,Investigating
19566,2018-06-01,Seattle,Cybercrime,9,1,Pending
36370,2018-12-01,Jacksonville,Arson,7,3,Pending
71539,2022-11-01,Houston,Sexual Assault,8,3,Investigating
76744,2023-01-01,Houston,Robbery,3,5,Investigating
34785,2023-03-01,San Jose,Vehicle Theft,5,3,Pending
75834,2021-01-01,San Antonio,Cybercrime,8,5,Investigating
16964,2022-07-01,El Paso,Robbery,4,3,Pending
45787,2019-03-01,Los Angeles,Vehicle Theft,4,4,Pending
35076,2019-06-01,San Diego,Arson,4,2,Closed
6845,2020-04-01,Washington,Drug Violation,5,2,Pending
58288,2019-01-01,Seattle,Shoplifting,9,4,Closed
82807,2020-11-01,Indianapolis,Cybercrime,10,1,Closed
13252,2022-07-01,Dallas,Robbery,3,4,Closed
90840,2021-04-01,Houston,Arson,5,3,Pending
17313,2019-06-01,Dallas,Vehicle Theft,6,2,Investigating
75390,2021-02-01,Los Angeles,Kidnapping,10,3,Pending
56466,2021-11-01,Los Angeles,Sexual Assault,9,1,Pending
39072,2023-09-01,Austin,Shoplifting,4,2,Closed
60180,2020-03-01,Jacksonville,Vehicle Theft,2,5,Pending
89331,2019-05-01,Seattle,Drug Violation,7,1,Investigating
1980,2023-06-01,Jacksonville,Vandalism,10,1,Investigating
68824,2018-03-01,Philadelphia,Burglary,3,4,Closed
87649,2022-10-01,New York,Drug Violation,10,5,Closed
24133,2019-12-01,Chicago,Vehicle Theft,8,5,Closed
75188,2019-11-01,Chicago,Homicide,10,5,Pending
2300,2019-02-01,Philadelphia,Vandalism,10,5,Pending
89086,2018-06-01,Indianapolis,Assault,6,5,Investigating
13730,2019-06-01,New York,Vehicle Theft,6,3,Investigating
76254,2022-09-01,New York,Arson,4,3,Closed
64434,2021-02-01,Indianapolis,Drug Violation,4,5,Closed
24188,2021-11-01,Chicago,Shoplifting,6,4,Pending
56858,2022-07-01,Los Angeles,Fraud,4,1,Investigating
95684,2023-05-01,Phoenix,Kidnapping,10,4,Pending
64407,2018-10-01,San Diego,Shoplifting,7,1,Pending
19222,2022-04-01,Chicago,Fraud,4,2,Closed
10421,2020-06-01,Denver,Burglary,9,1,Investigating
14257,2022-11-01,Austin,Assault,10,3,Investigating
19877,2019-04-01,Philadelphia,Burglary,6,2,Pending
16087,2020-05-01,Dallas,Fraud,1,5,Closed
32112,2020-04-01,San Antonio,Shoplifting,4,5,Investigating
81875,2018-09-01,Chicago,Burglary,6,3,Investigating
25071,2019-08-01,New York,Assault,9,2,Investigating
64296,2019-10-01,Austin,Homicide,1,2,Investigating
48950,2022-12-01,Phoenix,Cybercrime,3,3,Investigating
96754,2023-01-01,New York,Vandalism,2,2,Investigating
29499,2022-08-01,Austin,Cybercrime,3,3,Closed
39129,2022-05-01,Austin,Robbery,4,3,Investigating
95939,2021-01-01,Philadelphia,Cybercrime,5,4,Closed
44105,2023-08-01,San Diego,Robbery,7,1,Investigating
65438,2022-06-01,San Diego,Drug Violation,7,5,Pending
5788,2018-04-01,Denver,Drug Violation,6,4,Investigating
86419,2018-10-01,Washington,Cybercrime,6,1,Investigating
14662,2023-02-01,Philadelphia,Fraud,4,4,Investigating
32918,2018-11-01,Jacksonville,Arson,1,2,Pending
89607,2019-09-01,San Diego,Assault,7,2,Investigating
13204,2019-02-01,Phoenix,Assault,1,5,Pending
91194,2019-09-01,Houston,Fraud,2,5,Pending
50714,2019-07-01,El Paso,Cybercrime,4,1,Investigating
21425,2019-03-01,San Jose,Assault,4,3,Investigating
72305,2021-09-01,San Jose,Vandalism,5,2,Investigating
68052,2019-08-01,San Antonio,Assault,6,3,Investigating
43931,2023-12-01,Seattle,Arson,10,2,Closed
67416,2023-01-01,Dallas,Cybercrime,3,1,Investigating
84350,2023-01-01,Los Angeles,Arson,6,3,Investigating
34124,2019-04-01,Los Angeles,Arson,2,3,Closed
94674,2018-01-01,San Francisco,Homicide,10,1,Pending
18209,2019-09-01,San Diego,Kidnapping,10,5,Pending
84071,2023-09-01,San Antonio,Homicide,9,5,Pending
82509,2022-12-01,Seattle,Sexual Assault,9,4,Pending
84024,2021-10-01,Dallas,Robbery,1,1,Closed
17487,2022-11-01,San Antonio,Arson,10,5,Closed
81954,2023-09-01,Phoenix,Vehicle Theft,8,5,Closed
70599,2018-05-01,Columbus,Sexual Assault,10,4,Pending
31222,2018-01-01,El Paso,Sexual Assault,1,4,Investigating
28146,2022-04-01,Phoenix,Vandalism,1,4,Pending
98495,2021-01-01,San Diego,Arson,9,5,Investigating
36384,2019-01-01,Los Angeles,Fraud,7,3,Investigating
8844,2020-09-01,Denver,Burglary,6,3,Closed
35862,2022-10-01,Philadelphia,Robbery,1,1,Closed
98434,2021-03-01,Indianapolis,Fraud,10,3,Pending
48337,2019-04-01,Denver,Robbery,2,3,Pending
85645,2018-10-01,New York,Homicide,5,2,Investigating
82042,2023-07-01,Dallas,Sexual Assault,4,5,Closed
52538,2023-11-01,Los Angeles,Arson,3,3,Investigating
26782,2018-10-01,San Jose,Robbery,2,1,Investigating
58563,2021-08-01,San Antonio,Fraud,6,4,Pending
67284,2019-10-01,Los Angeles,Vandalism,5,1,Investigating
72763,2022-05-01,San Antonio,Burglary,8,3,Pending
81735,2023-06-01,Dallas,Drug Violation,5,5,Closed
19663,2021-09-01,Houston,Cybercrime,5,3,Pending
28430,2018-10-01,Philadelphia,Sexual Assault,6,5,Investigating
62214,2021-03-01,Boston,Drug Violation,3,2,Closed
94587,2018-05-01,San Jose,Shoplifting,3,5,Closed
10822,2020-12-01,Indianapolis,Arson,2,4,Investigating
18737,2020-04-01,Denver,Sexual Assault,1,3,Closed
32062,2023-03-01,Houston,Fraud,10,4,Investigating
74116,2019-07-01,Boston,Homicide,3,1,Closed
35511,2023-09-01,Chicago,Fraud,2,4,Pending
91628,2021-06-01,San Diego,Cybercrime,8,5,Closed
50497,2018-12-01,New York,Fraud,10,4,Investigating
68586,2019-10-01,Phoenix,Homicide,2,4,Investigating
60522,2019-09-01,Phoenix,Vandalism,7,3,Closed
99804,2018-05-01,Phoenix,Arson,8,4,Pending
8628,2021-08-01,Phoenix,Robbery,7,1,Investigating
3799,2022-01-01,San Diego,Sexual Assault,10,4,Investigating
85049,2022-04-01,San Diego,Homicide,4,1,Pending
60503,2019-09-01,Columbus,Homicide,4,5,Investigating
32285,2018-12-01,San Diego,Vandalism,8,2,Investigating
35248,2018-04-01,San Jose,Kidnapping,8,1,Investigating
31152,2019-09-01,Phoenix,Cybercrime,7,4,Investigating
18352,2020-10-01,Los Angeles,Cybercrime,5,3,Investigating
939,2020-05-01,Chicago,Shoplifting,7,1,Pending
51270,2020-09-01,Philadelphia,Vandalism,8,4,Closed
67606,2018-10-01,New York,Vehicle Theft,2,5,Closed
72668,2022-10-01,El Paso,Shoplifting,6,4,Pending
94969,2023-09-01,New York,Shoplifting,2,1,Pending
18324,2019-10-01,Chicago,Vehicle Theft,7,2,Pending
38795,2019-05-01,Boston,Arson,6,1,Closed
38736,2022-11-01,Washington,Sexual Assault,5,4,Pending
43307,2022-07-01,Jacksonville,Kidnapping,4,3,Investigating
42934,2021-10-01,Los Angeles,Robbery,5,1,Investigating
71775,2022-09-01,Houston,Cybercrime,8,5,Pending
55551,2019-11-01,San Antonio,Fraud,4,2,Pending
61849,2018-02-01,San Antonio,Fraud,7,5,Pending
44065,2020-04-01,Los Angeles,Cybercrime,1,4,Investigating
53021,2020-04-01,Washington,Burglary,8,3,Closed
50537,2018-01-01,Dallas,Drug Violation,4,2,Closed
77627,2023-11-01,Washington,Cybercrime,9,2,Closed
54607,2021-09-01,Denver,Drug Violation,6,1,Closed
70440,2022-04-01,Denver,Vehicle Theft,1,5,Pending
80850,2023-02-01,New York,Arson,10,5,Closed
66941,2023-04-01,Philadelphia,Shoplifting,7,3,Pending
51408,2021-07-01,San Antonio,Sexual Assault,6,3,Pending
57311,2018-10-01,Houston,Sexual Assault,9,1,Pending
37968,2023-11-01,Phoenix,Robbery,1,1,Pending
6601,2019-09-01,Dallas,Sexual Assault,4,4,Closed
4212,2022-05-01,Houston,Drug Violation,10,4,Pending
77664,2019-02-01,New York,Arson,10,4,Pending
71056,2022-03-01,San Jose,Robbery,6,2,Investigating
89071,2022-11-01,Phoenix,Homicide,4,5,Closed
41815,2020-11-01,San Diego,Fraud,5,5,Closed
78022,2023-09-01,Phoenix,Drug Violation,3,1,Investigating
13106,2021-06-01,Jacksonville,Assault,9,3,Closed
24263,2023-04-01,San Francisco,Fraud,3,2,Pending
7624,2019-11-01,San Francisco,Robbery,2,5,Closed
42830,2023-12-01,Chicago,Assault,7,4,Closed
40342,2019-12-01,San Francisco,Assault,1,1,Closed
77342,2020-10-01,Chicago,Robbery,6,2,Investigating
70401,2021-06-01,San Jose,Vandalism,4,5,Pending
60468,2018-01-01,Chicago,Kidnapping,8,3,Closed
91869,2018-05-01,Los Angeles,Cybercrime,9,1,Closed
8438,2022-10-01,New York,Robbery,1,3,Closed
32890,2018-07-01,Los Angeles,Assault,7,3,Pending
22369,2023-09-01,Boston,Sexual Assault,3,1,Closed
1497,2018-08-01,San Francisco,Robbery,3,2,Closed
41405,2023-08-01,Chicago,Burglary,7,5,Closed
21880,2020-06-01,Chicago,Burglary,9,3,Investigating
69313,2019-03-01,Phoenix,Sexual Assault,5,2,Pending
97735,2023-12-01,Chicago,Vehicle Theft,8,3,Pending
81840,2018-11-01,Phoenix,Robbery,5,4,Pending
38275,2021-12-01,Jacksonville,Vehicle Theft,6,5,Closed
76752,2022-11-01,Philadelphia,Vehicle Theft,1,3,Closed
94859,2021-03-01,Phoenix,Cybercrime,8,3,Investigating
46784,2018-12-01,Houston,Fraud,8,3,Closed
36126,2018-08-01,San Diego,Homicide,8,5,Closed
